Family	Genus	species	sub.species	uncertainities	SpecisName	other.names.genera	other.names.species	other.names.sub.species	other.name.type	Source.of.other.name	notes.on.other.name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Nymphalidae	Pseudoscada	quadrifasciata			NA	Pseudoscada	quadrifasciata		Accepted	GBIF					NA		62			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Geometridae	Xanthorhoe	quadrifasciata			NA	Xanthorhoe	quadrifasiata		Accepted	GBIF		gonochorous			NA		62			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Nymphalidae	Actinote	pyrrha			NA	Actinote	pyrrha		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Pieridae	Catopsilia	pyranthe			NA	Catopsilia	pyranthe		Accepted	GBIF		gonochorous			NA		62			"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561."
Noctuidae	Amphipyra	pyramidea			NA	Amphipyra	pyramidea		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Nymphalidae	Haematera	pyrame			NA	Haematera	pyrame		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Hesperiidae	Thorybes	pylades			NA	Thorybes	pylades		Accepted	GBIF		gonochorous			NA		62		This chromosome number was taken from personnal communications between Roy Robinson and Zdravko Lorkovic in 1966.	robinson1971karyology
Hesperiidae	Thorybes	pylades	pylades		NA	Thorybes	pylades		Accepted	GBIF					NA		62			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Noctuidae	Axylia	putris			NA	Axylia	putris		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Helicoverpa	punctigera			NA	Helicoverpa	punctigera		Accepted	GBIF		gonochorous			NA		62			fisk1989karyotype
Pyralidae	Dichocrocis	punctiferalis			NA	Dichocrocis	punctiferalis		Accepted	GBIF					NA		62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Erebidae	Utetheisa	pulchella			NA	Utetheisa	pulchella		Accepted	GBIF		gonochorous			NA		62			"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561."
Noctuidae	Catocala	puerpera			NA	Catocala	puerpera		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Hyblaea	puera			NA	Hyblaea	puera		Accepted	GBIF					NA		62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Noctuidae	Mytgimna	pudorina			NA	Mythimna	pudorina		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Hesperiidae	Urbanus	proteus			NA	Urbanus	proteus		Accepted	GBIF					NA		62			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Pieridae	Pyrisitia	proterpia			NA	Pyrisitia	proterpia		Accepted	GBIF					NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Noctuidae	Noctua	pronuba			NA	Noctua	pronuba		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Nymphalidae	Eueides	procula			NA	Eueides	procula		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Eueides	procula			NA	Eueides	procula		Accepted	GBIF					NA		62			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Nymphalidae	Panacea	procilla			NA	Panacea	procilla		Accepted	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Noctuidae	Hypena	proboscidalis			NA	Hypena	proboscidalis		Accepted	GBIF					NA		62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Noctuidae	Anaplectoides	prasina			NA	Anaplectoides	prasina		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Pieridae	Catopsilia	pomona			NA	Catopsilia	pomona		Accepted	GBIF		gonochorous			NA		62			Maeki and Ae 1966a
Papilionidae	Zerynthia	polyxena			NA	Zerynthia	polyxena		Accepted	GBIF					NA		62			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Noctuidae	Actinotia	polyodon			NA	Actinotia	polyodon		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Orchropleura	plecta			NA	Orchropleura	plecta		Accepted	Lepindex					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Nymphalidae	Melitaea	phoebe			NA	Melitaea	phoebe		Accepted	GBIF		gonochorous			NA		62			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Melitea	phoebe			NA	Melitaea	phoebe		Accepted	GBIF					NA		62			"Lesse, H.D., 1970. Formules chromosomiques de quelques Rhopalocères paléarctiques [Lep].Bulletin de la Société entomologique de France,75(7), pp.214-216."
Hesperiidae	Spialia	phlomidis			NA	Spialia	phlomidis		Accepted	GBIF		gonochorous			NA		62			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Hesperiidae	Spialia	phlomidis			NA	Spialia	phlomidis		Accepted	GBIF					NA		62			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Pieridae	Colias	philodice			NA	Colias	philodice		Accepted	GBIF		gonochorous			NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Pieridae	Phoebis	philea			NA	Phoebis	philea		Accepted	GBIF					NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Pieridae	Eurema	phiale			NA	Eurema	phiale		Accepted	GBIF					NA		62			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Nymphalidae	Phyciodes	phaon			NA	Phyciodes	phaon		Accepted	GBIF					NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Phalanta	phalantha	aethiopica		NA	Phalanta	phalantha		Accepted	GBIF					NA		62			"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11."
Nymphalidae	Dryadula	phaetusa			NA	Dryadula	phaetusa		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Dryadula	phaetusa			NA	Dryadula	phaetusa		Accepted	GBIF					NA		62			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Hesperiidae	Erynnis	persius			NA	Erynnis	persius		Accepted	GBIF					NA		62			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Hesperiidae	Erynnis	persius			NA	Erynnis	persius		Accepted	GBIF		gonochorous			NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Noctuidae	Amphipyra	perflua			NA	Amphipyra	perflua		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Nymphalidae	Actinote	pellenea			NA	Actinote	pellenea		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Actinote	pellenea			NA	Actinote	pellenea		Accepted	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Precis	pelarga			NA	Precis	pelarga		Accepted	GBIF		gonochorous			NA		62			Lesse and Condamin 1962
Nymphalidae	Precis	pelarga	leodice		NA	Precis	pelarga		Accepted	GBIF		gonochorous			NA		62			Lesse and Condamin 1962
Geometridae	Colostygia	pectinataria			NA	Colostygia	pectinataria		Accepted	GBIF		gonochorous			NA		62			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Nymphalidae	Eueides	pavana			NA	Eueides	pavana		Accepted	GBIF					NA		62			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Nymphalidae	Actinote	parapheles			NA	Actinote	parapheles		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Actinote	parapheles			NA	Actinote	parapheles		Accepted	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Saturniidae	Antheraea	paphia			NA	Antheraea	paphia		Accepted	GBIF					NA		62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Nymphalidae	Anetia	pantheratus			NA	Anetia	pantherata		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Noctuidae	Mytgimna	pallens			NA	Mythimna	pallens		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Nymphalidae	Chlosyne	palla			NA	Chlosyne	palla		Accepted	GBIF					NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Pieridae	Colias	palaeno	sugitanii		NA	Colias	palaeno		Accepted	GBIF		gonochorous			NA		62			Maeki 1958b
Yponomeutidae	Yponomeuta	padellus			NA	Yponomeuta	padella		Accepted	GBIF		gonochorous	complex ZW	ZZW/ZZZZ	NA	61	62			"Nilson, N.O., ‘Lofstedt, C.H.R.J.S.T.E.R. and Dävring, L., 1988. Unusual sex chromosome inheritance in six species of small ermine moths (Yponomeuta, Yponomeutidae, Lepidoptera). Hereditas, 108(2), pp.259-265."
Hesperiidae	Ebrietas	osyris			NA	Ebrietas	osyris		Accepted	GBIF					NA		62			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Noctuidae	Lithiphane	ornitopus			NA	Lithophane	ornitopus		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Erebidae	Utetheisa	ornatrix			NA	Utetheisa	ornatrix		Accepted	GBIF		gonochorous			NA		62			"Pease Jr, R.W., Thomas, V.I., Rico, P., from Lake, N.C. and Bahama, B.W.I., 1963. Chromosome numbers in geographic populations of the Utetheisa ornatrix (Arctiidae) complex and certain hybrids. J. Lepid. Soc, 17, pp.231-233."
Erebidae	Utetheisa	ornatrix	bella		NA	Utetheisa	ornatrix		Accepted	GBIF		gonochorous			NA		62			"Pease Jr, R.W., Thomas, V.I., Rico, P., from Lake, N.C. and Bahama, B.W.I., 1963. Chromosome numbers in geographic populations of the Utetheisa ornatrix (Arctiidae) complex and certain hybrids. J. Lepid. Soc, 17, pp.231-233."
Erebidae	Utetheisa	ornatrix	stretchii		NA	Utetheisa	ornatrix		Accepted	GBIF		gonochorous			NA		62			"Pease Jr, R.W., Thomas, V.I., Rico, P., from Lake, N.C. and Bahama, B.W.I., 1963. Chromosome numbers in geographic populations of the Utetheisa ornatrix (Arctiidae) complex and certain hybrids. J. Lepid. Soc, 17, pp.231-233."
Hesperiidae	Spialia	orbifer			NA	Spialia	orbifer		Accepted	GBIF		gonochorous			NA		62			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Perisama	oppelii			NA	Perisama	oppelii		Accepted	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Perisama	oppeli			NA	Perisama	oppelii		Accepted	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Geometridae	Colostygia	olivata			NA	Colostygia	olivata		Accepted	GBIF		gonochorous			NA		62			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Sphingidae	Theretra	oldenlandiae			NA	Theretra	oldenlandiae		Accepted	GBIF		gonochorous			NA		62			"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561."
Nymphalidae	Junonia	oenone			NA	Junonia	oenone		Accepted	GBIF		gonochorous			NA		62			Lesse and Condamin 1962
Sphingidae	Smerinthus	ocellata			NA	Smerinthus	ocellata		Accepted	GBIF					NA		62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Noctuidae	Eurois	occulta			NA	Eurois	occulta		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Notodontidae	Peridea	oberthueri			NA	Peridea	oberthueri		Accepted	GBIF					NA		62			"Beliakova, N.A., Dolinskaya, I.V. and Lukhtanov, V., 1994. A chromosome study of four species of Notodontidae (Lepidoptera).Atalanta,25(3/4), pp.559-561."
Noctuidae	Catocala	nupta			NA	Catocala	nupta		Accepted	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Pieridae	Pyrisitia	nise			NA	Pyrisitia	nise		Accepted	GBIF					NA		62			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Pieridae	Pyrisitia	nise	nelphe		NA	Pyrisitia	nise		Accepted	GBIF					NA		62			"De Lesse, H., 1970. Les nombres de chromosomes chez les lepidopteres Rhopaloceres in Amerique Centrale et Colombie.Ann. Soc. ent. Fr.,6, pp.347-358."
Carposinidae	Carposina	niponensis			NA	Carposina	niponensis		Accepted	GBIF		gonochorous			NA		62			"Saitoh, K. and Yamada, M., 1966. Notes on the chromosomes of the pach fruit moth, Carposina niponensis Walsingham. Kontyu 34(4), pp.301-303."
Noctuidae	Autographa	nigrisigna			NA	Autographa	nigrisigna		Accepted	GBIF					NA		62			"Saitoh, K., 1959. The chromosomes of some species of moths. The Japanese Journal of Genetics, 34(3), pp.84-87."
Noctuidae	Autographa	nigrisigma			NA	Autographa	nigrisigna		Accepted	GBIF		gonochorous			NA		62			Saitoh 1959a
Pieridae	Abaeis	nicippe			NA	Abaeis	nicippe		Accepted	GBIF					NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Noctuidae	Trichoplusia	ni			NA	Trichoplusia	ni		Accepted	GBIF					NA		62		If there are duplicates keep these reads as these are highly accurate	"Goodpasture, C., 1976. High-resolution chromosome analysis in Lepidoptera.Annals of the Entomological Society of America,69(4), pp.764-771."
Lasiocampidae	Malacosoma	neustrua			NA	Malacosoma	neustria		Accepted	GBIF					NA		62			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Lasiocampidae	Malacosoma	neustria			NA	Malacosoma	neustria		Accepted	GBIF					NA		62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Pieridae	Phoebis	neocypris	neocypris		NA	Phoebis	neocypris		Accepted	GBIF					NA		62			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
