Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,cite.key
Nymphalidae,Dynamine,athemon,,,,,,,,58,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Dynamine,coenus,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Dynamine,myrrhina,,,,,,,,58,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Dynamine,postverta,,,,,,,,,"56,58",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Dynamine,tithia,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Dynastor,darius,,,,,,,,,,,
Nymphalidae,Ectima,lirides,,,,,,,,32,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Elymnias,bammakoo,,,,,,,,,,,
Nymphalidae,Elymnias,casiphone,,,,,,,,,,,
Nymphalidae,Elymnias,hypermnestra,,,,,,,,,,,
Nymphalidae,Elymnias,nesaea,,,,,,,,,,,
Nymphalidae,Enodia,anthedon,,,,,,,,,,,
Nymphalidae,Enodia,portlandia,,,,,,,,,,,
Nymphalidae,Epinephele,jurtina,,,,,,,,58,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae,Epiphile,adrasta,,,,,,,,58,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Epiphile,hubneri,,,,,,,,64,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Epiphile,orea,,,,,,,,,"64,68",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Episcada,clausina,,,,,,,,,,,
Nymphalidae,Epityches,eupompe,,,,,,,,,,,
Nymphalidae,Erebia,aethiops,,,,,,,,,,,
Nymphalidae,Erebia,alberganus,,,,,,,,,,,
Nymphalidae,Erebia,epiphron,,,,,,,,34,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae,Erebia,euryale,,,,,,,,,,,
Nymphalidae,Erebia,ligea,,,,,,,,,,,
Nymphalidae,Erebia,medusa,,,,,,,,,,,
Nymphalidae,Erebia,meolans,,,,,,,,,,,
Nymphalidae,Erebia,montana,,,,,,,,,,,
Nymphalidae,Erebia,niphonica,,,,,,,,,,,
Nymphalidae,Erebia,oeme,,,,,,,,,,,
Nymphalidae,Erebia,ottomana,,,,,,,,80,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae,Erebia,palarica,,,,,,,,,,,
Nymphalidae,Erebia,pandrose,,,,,,,,,,,
Nymphalidae,Erebia,pharte,,,,,,,,38,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae,Erebia,pronoe,,,,,,,,,,,
Nymphalidae,Erebia,triaria,,,,,,,,,,,
Nymphalidae,Erebia,tyndarus,,,,,,,,,,,
Nymphalidae,Erebiola,butleri,,,,,,,,,,,
Nymphalidae,Eresia,coela,,,,,,,,,,,
Nymphalidae,Eresia,datis margaretha,,,,,,,,,N=34-35,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eresia,datis moesta,,,,,,,,,"N=32,33,34",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eresia,emerantia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eresia,eunice,,,,,,,,,,,
Nymphalidae,Eresia,lansdorfi,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eueides,aliphera,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,eanes,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,isabella,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,lampeto,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,lineata,,,,,,,,,N=31-32,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,lybia,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,pavana,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,procula,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,tales,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eueides,vibilia,,,,,,,,62,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Eulaceura,osteria,,,,,,,,,,,
Nymphalidae,Eunica,alcmena flora,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,bechina,,,,,,,,56,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,cuvierii,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,eburnea,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,ingens,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,macris,,,,,,,,32,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,malvina,,,,,,,,,"28,62",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,monima,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,mygdonia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,nr eurota,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,nr orphise,,,,,,,,58,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,sp.,,,,,,,,30,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,sp.,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,sp.,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,sp.,,,,,,,,,N=29-30,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Eunica,tatila,,,,,,,,52,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Euphaedra,edwardsii  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Euphydryas,anicia,,,,,,,,,,,
Nymphalidae,Euphydryas,anicia eurytion ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Euphydryas,aurinia  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Euphydryas,chalcedona,,,,,,,,,,,
Nymphalidae,Euphydryas,editha,,,,,,,,,,,
Nymphalidae,Euphydryas,gillettii,,,,,,,,,,,
Nymphalidae,Euphydryas,maturna,,,,,,,,,,,
Nymphalidae,Euphydryas,phaeton,,,,,,,,,,,
Nymphalidae,Euploea,camaralzeman,,,,,,,,,,,
Nymphalidae,Euploea,core,,,,,,,,,,,
Nymphalidae,Euploea,eunice,,,,,,,,,,,
Nymphalidae,Euploea,midamus,,,,,,,,,,,
Nymphalidae,Euploea,mulciber,,,,,,,,,,,
Nymphalidae,Euptera,elabontas,,,,,,,,,,,
Nymphalidae,Euptoieta,claudia,,,,,,,,,,,
Nymphalidae,Euptoieta,hegesia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Euptoieta,hortensia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Euripus,nyctelius,,,,,,,,,,,
Nymphalidae,Euryphene,mardania senegalensis ,gonochorous,,,,,NA,,66,,,robinson1971karyology
Nymphalidae,Euryphura,chalcis  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Euryphura,plautilla  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Eurytela,dryope,,,,,,,,,,,
Nymphalidae,Euthalia,monina,,,,,,,,,,,
Nymphalidae,Euthalia,thibetana insulae ,gonochorous,,,,,NA,,28,,,robinson1971karyology
Nymphalidae,Euxanthe,crossleyi,,,,,,,,,,,
Nymphalidae,Euxanthe,eurinome,,,,,,,,,,,
Nymphalidae,Euxanthe,tiberius,,,,,,,,,,,
Nymphalidae,Euxanthe,trajanus,,,,,,,,,,,
Nymphalidae,Fabriciana,adippe  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Fabriciana,nerippe  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Fabriciana,niobe  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Fabriciana,niobe  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Fahriciana,adippe  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Fahriciana,adippe pallescens ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Forbestra,olivencia,,,,,,,,,,,
Nymphalidae,Fountainea,ryphea,,,,,,,,,,,
Nymphalidae,Geitoneura,acantha,,,,,,,,,,,
Nymphalidae,Gnophodes,chelys,,,,,,,,,,,
Nymphalidae,Godartiana,muscosa,,,,,,,,,,,
Nymphalidae,Godyris,zavaleta,,,,,,,,,,,
Nymphalidae,Haematera,pyrame,,,,,,,,,"60,62",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,amphinome,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,arinome,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,epinome,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,feronia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,glauconome  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Hamadryas,guatemalena,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,laodamia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamadryas,sp.,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Hamanumida,daedalus,,,,,,,,,,,
Nymphalidae,Harma,theobene,,,,,,,,,,,
Nymphalidae,Helcyra,superba,,,,,,,,,,,
Nymphalidae,Heliconius,aliphera,,,,,,,,62,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Heliconius,antiochus,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,aoede,,,,,,,,,,,
Nymphalidae,Heliconius,astraea,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,atthis,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,besckei,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,burneyi,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,charitonius,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,clysonymus,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,congener,,,,,,,,66,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,cydno,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,demeter,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,doris,,,,,,,,,"N = 24,25,26,27",,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Heliconius,egeria,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,eleuchia,,,,,,,,74,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,eleusinus,,,,,,,,,N=59-60,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,elevatus,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,erato,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,ethilla,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,hecale,,,,,,,,42,in some N = 21 + 3 micro chromosomes,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,hecalesia,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,hecuba,,,,,,,,,N=22-24,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Heliconius,hermathena,,,,,,,,42,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
